tj_x,tj_y,ty_z
5.499161631726301,16.794466742467755,17.734649470376077
5.534146025706038,16.77179095947602,17.7908802541478
5.56694205196415,16.74437081889701,17.846310900475483
5.596663596555397,16.712302583760405,17.900975862584076
5.622288554340326,16.675921887521636,17.95501109627195
5.642826735431455,16.6358148373524,18.008579815168243
5.657543870771881,16.59264777399906,18.061683586868757
5.6660237198031504,16.546955434466742,18.114031483373488
5.668092068034558,16.499112282875423,18.16508787162612
5.663748136167877,16.449411699902473,18.214189626259603
5.6531296799879645,16.398131996065057,18.260640033821883
5.636493850301031,16.345566416863935,18.30376901542217
5.614201996428208,16.292029119891843,18.342971452640214
5.586703368910571,16.237848770421127,18.377732281397268
5.554516190947532,16.18335671700396,18.407642174228172
5.518206464424064,16.128873737893336,18.432405226282036
5.478365849864975,16.074697754054363,18.451839428262907
5.435590288156887,16.02109393292096,18.465870881518207
5.390460900615727,15.968287893061172,18.4745230797641
5.343528287759422,15.916462155668171,18.47790284220426
5.29530081273822,15.865755567987918,18.4761845235772
5.246236940170513,15.816265156411246,18.469593956785832
5.196741294932346,15.768049746282506,18.45839327249536
5.147163846518886,15.721134684397438,18.4428673722918
5.097801509249055,15.67551708014012,18.423312479270308
5.048901447558081,15.631171103283293,18.40002689782529
5.000665450198838,15.588053009002003,18.373303902029367
4.953254850799644,15.5461056824571,18.34342653835142
4.906795596597991,15.505262595272097,18.310664060908092
4.861383183804945,15.465451140946747,18.275269698803168
4.817087277145458,15.42659536721956,18.237479468567354
4.773955909245923,15.388618154581314,18.197511776322937
4.73201921330973,15.35144290628013,18.155567593797816
4.691292682650529,15.314994820709229,18.111831032905567
4.651779976633865,15.279201815747147,18.066470181292914
4.613475307877276,15.243995169264332,18.019638094056894
4.576365453209421,15.209309932638204,17.97147386410644
4.540431433340723,15.175085166075174,17.922103715536863
4.50564990531906,15.141264036654777,17.87164208146496
4.4719943089917615,15.107793812754657,17.820192640768973
4.439435804814306,15.074625782106716,17.767849297843018
4.407944036065928,15.04171511523907,17.714697096501723
4.377487744251092,15.00902069144791,17.660813064155825
4.348035262418971,14.976504900640789,17.606266985817268
4.319554907445406,14.944133431299438,17.55112210977913
4.292015289045821,14.91187505232251,17.495435788261307
4.265385550430048,14.879701394527576,17.439260057154804
4.239635553051479,14.847586736028463,17.382642159414875
4.214736015809415,14.815507794480688,17.325625016779476
4.1906586172949565,14.78344352823875,17.268247654421643
4.167376068185944,14.751374947739334,17.21054558295329
4.1448621596559025,14.719284937868943,17.15255114193332
4.123091792629252,14.687158091656622,17.094293808729894
4.10204099185811,14.654980555322394,17.035800476269234
4.081686908086467,14.622739884486338,16.977095702887013
4.062007810981226,14.590424911182838,16.91820193719389
4.042983075025925,14.558025621214632,16.85913972057965
4.024593160174511,14.525533041309835,16.799927869714402
4.006819588734735,14.492939135502992,16.740583641161578
3.9896449196815005,14.460236710141068,16.681122879996256
3.9730527213797,14.427419326911323,16.62156015412289
3.957027543515369,14.394481223295946,16.561908875807674
3.9415548888865457,14.361417239874617,16.502181411781052
3.9266211855853106,14.328222753918162,16.442389183123833
3.9122137600054696,14.29489361874213,16.382542756024304
3.898320811032406,14.261426108316984,16.322651924382267
3.88493138570963,14.227816866660302,16.262725785137455
3.8720353566279493,14.194062861565222,16.20277280711329
3.8596234012459116,14.160161342247592,16.14280089409102
3.847686983322543,14.126109800521386,16.08281744276295
3.836218336624129,14.09190593513766,16.022829396155988
3.8252104510547777,14.057547618946364,15.962843293067097
3.8146570613549877,14.023032868562442,15.902865314009947
3.8045526385128543,13.988359816237883,15.842901324136642
3.7948923840384214,13.953526683659511,15.782956913569295
3.785672227262897,13.918531757408335,15.7230374355533
3.7768888258408237,13.883373365830158,15.663148042827256
3.768539569655026,13.848049857078873,15.603293722593527
3.7606225883513793,13.8125595781033,15.543479330468607
3.7531367627636603,13.776900854355711,15.483709623794043
3.7460817405284104,13.741071970005006,15.423989294697128
3.7394579562366914,13.7050711484401,15.364323003306524
3.7332666565247146,13.668896532849024,15.3047154115525
3.7275099305697665,13.632546166656754,15.245171218015535
3.722190746533031,13.596017973599428,15.185695194332457
3.71731299457849,13.559309737204504,15.126292223727914
3.7128815371991024,13.522419079435132,15.066967342313472
3.7089022677002275,13.485343438242635,15.007725783890177
3.70538217782858,13.448080043753114,14.948573029107209
3.7023294356960053,13.410625892792833,14.889514859974426
3.6997534753347168,13.372977721432123,14.83055742090681
3.6976650994383613,13.335131975199035,14.771707287702405
3.69607659709581,13.297084776582308,14.712971546132838
3.69500187861649,13.258831889409036,14.654357882170421
3.6944566298818597,13.220368679646976,14.595874686305137
3.6944584890409335,13.181690072146997,14.537531174940067
3.6950272488005727,13.142790502811394,14.479337532522356
3.696185088041882,13.103663865654385,14.421305078903067
3.6979568370145977,13.064303454221275,14.363446467466273
3.7003702809029404,13.024701896866254,14.305775920879173
3.7034565070821217,12.984851085476707,14.248309512956233
3.7072503018281826,12.944742097405777,14.191065507179639
3.7117906024918095,12.90436511068162,14.134064764965514
3.717121011012013,12.863709313069958,14.07733123990698
3.7232903738264946,12.82276280637599,14.020892578051615
3.7303534312563404,12.781512508624333,13.964780848839782
