tj_x,tj_y,ty_z
15.304603934717218,8.769619646439583,17.668336152173925
15.296911129950752,8.70149413456516,17.654203375140632
15.286552595619046,8.634782244147548,17.635704065872247
15.273872272770458,8.569686780645084,17.613303395260527
15.259222319251348,8.506296343044461,17.58747644649205
15.242950863003925,8.444598399109417,17.558690974014144
15.225393527849983,8.384495484619135,17.527395932041557
15.206868506250391,8.325822074663416,17.4940154805931
15.187674552852316,8.268360452548304,17.4589476301193
15.168091087069811,8.211854712291053,17.422566464855866
15.148379554685713,8.156022723788235,17.38522688062021
15.128785236356059,8.100566403038517,17.347270864257837
15.10953875780929,8.045180948650648,17.309034435216958
15.09085664203473,7.989563822460779,17.270854416561043
15.07294037333659,7.933424145124549,17.23307421083741
15.055973659643408,7.8764928292217,17.19604778924386
15.04011790203863,7.8185332247994745,17.160141254936054
15.02550625499692,7.75935146594519,17.125731675025197
15.01223694854098,7.698805341241516,17.093203344457127
15.000366591888156,7.636810578845079,17.062942080961626
14.989903938474797,7.573343930307645,17.035328363229713
14.98080416979358,7.508443109164992,17.01073003757617
14.972963332417143,7.442204188030804,16.989495005289523
14.966212281570108,7.374777324556997,16.9719438972178
14.96030942130443,7.306361703483974,16.958362327578154
14.954931789554124,7.237200469925198,16.948991903394237
14.949664922916865,7.167576278605964,16.94401876565555
14.943994128767892,7.0978078755343645,16.94355830223801
14.937304115759105,7.028247696040324,16.947635697815976
14.92889944428859,6.959279602910921,16.956165857695282
14.918057639847524,6.891314886733996,16.968942893010716
14.904107891529542,6.824784708464794,16.985650373411218
14.886500423643717,6.760128650376698,17.005888239582298
14.864836477728947,6.697780268954354,17.029198168398487
14.838865283036062,6.638151568237827,17.0550808865147
14.808468375626973,6.5816190533410195,17.08301120658815
14.77364111248246,6.528512832312109,17.11245252160449
14.734474331621563,6.479108865832047,17.142869809008715
14.691137169572558,6.4336240872142225,17.1737409168545
14.643861176589732,6.3922141012084985,17.204566126448167
14.592925657414614,6.354973207106154,17.23487600425754
14.538644212919566,6.321936479800509,17.26423753406209
14.481352551363239,6.293083590822031,17.29225853179077
14.421397690228801,6.268343994336636,17.318590394468718
14.359128664610415,6.247603068186395,17.34292930222907
14.294888809733605,6.230708799613439,17.365016056965594
14.229009615490272,6.217478638775541,17.384634788067594
14.161806079596376,6.20770620205982,17.401610778288934
14.093573426653537,6.20116757999689,17.41580766153492
14.024585019820732,6.197627080227937,17.427124223913022
13.955091271318008,6.196842305938021,17.43549100635038
13.885319355296751,6.198568529094284,17.44086686798714
13.81547353756145,6.2025623633673375,17.443235629833858
13.745735956565865,6.2085847737351045,17.442602881664165
13.67626771478013,6.216403479940449,17.438993004038373
13.6072101655345,6.225794821429309,17.432446432628307
13.538686305374013,6.236545154566753,17.423017173583187
13.470802204304995,6.248451851080303,17.410770565882046
13.403648425324137,6.261323961717603,17.395781278496347
13.337301400088101,6.274982602503882,17.378131525687873
13.27182473966538,6.28926111380199,17.35790948189904
13.20727046838419,6.304005035312777,17.335207877598062
13.143680175321837,6.319071933620379,17.310122758430865
13.081086082463987,6.334331113089985,17.282752391586097
13.019512031460007,6.349663235926031,17.253196305033583
12.958974392620723,6.3649598729680585,17.22155444701341
12.899482900687902,6.380123003261746,17.187926454695944
12.841041422222329,6.3950644774950405,17.152411022240546
12.783648659417786,6.409705457932364,17.115105359540422
12.727298794904243,6.423975845420169,17.076104733772965
12.671982081762266,6.4378137022949335,17.035502086515898
12.61768538260244,6.451164678535251,16.993387719682502
12.564392661211745,6.463981447212843,16.94984904391671
12.512085429955956,6.476223154175479,16.90497038340869
12.460743155862614,6.487854885910591,16.85883283137386
12.410343628092745,6.498847158672209,16.811514150706408
12.360863289336416,6.509175431191803,16.76308871458736
12.31227753352937,6.518819642625482,16.713627482106958
12.264560972177058,6.527763776808037,16.663198004254856
