1.225499070900527149e-01,7.021604152274285582e-02,2.487388238996837975e-01,6.955478314643176452e-01,3.065720005927470848e-01,5.178751842904538716e-01,2.911942335029909512e-01,1.255624844235467552e-01,-2.058000694382855766e-01,4.170319698055481861e-01
3.298820245310001842e-01,2.950433084878377188e-01,1.844386050375164954e-01,-2.631594980889294111e-01,-6.177456528756457566e-01,2.868498691431556336e-01,-1.079355002344554587e-01,1.410697107330889100e-01,4.370756911881447659e-01,1.968633134391431783e-01
1.908974482943106288e-01,-7.937629837226344021e-02,-1.144492226285864361e-01,-5.245577232256678490e-01,-2.121176522410400944e-01,-2.393352302629963013e-01,-5.979718929837049002e-01,-3.535853202800194883e-01,8.980474955656735092e-02,4.025101133660541897e-01
-2.736946664509534721e-01,-1.892887301274826795e-01,-3.857962310785660320e-01,-2.718355584872579889e-01,-5.133736666559876038e-01,-5.667186189888976378e-01,-8.389651884884140598e-01,-3.385667236228460109e-01,-5.688906328150061809e-02,-3.860024477302936852e-02
-5.397525642029756682e-02,-3.983630777547990665e-01,-4.455715262013236200e-01,-6.091718462362214481e-01,-3.824746315904601346e-01,-5.622765169342861524e-01,-8.901338184637245243e-01,-5.863933061100446986e-01,-1.957505063068842588e-01,-1.882474900216422331e-01
-2.933165514975744070e-01,-5.133998983874332733e-01,-7.539388727167798399e-01,-5.773073387025035030e-01,-6.247030060595455403e-01,-8.262377327520762371e-01,-7.960809480781064762e-01,-7.898935809918857798e-01,-6.389854017699939659e-01,-4.786368214095677032e-01
-4.501064242348362110e-01,-7.229811938113740455e-01,-8.179445766984021482e-01,-3.022120156527376422e-01,-4.599943823714293667e-01,-2.404344053307664320e-01,-9.449002718621960506e-01,-7.764238828600719122e-01,-4.997364753801587511e-01,-5.210053204189487586e-01
-5.299124878456519250e-01,-6.881143242702864038e-01,-9.496049239732472502e-01,-3.893076759110988827e-01,-7.683840559219424771e-01,-5.960325740629398572e-01,-7.923139150614898485e-01,-9.387756655444065013e-01,-7.390359016194402164e-01,-5.197251152734110313e-01
-6.924414196051472681e-01,-8.793599893942695145e-01,-8.207407576827683293e-01,-8.893259109231236303e-01,-5.139277432475791718e-01,3.059355204847675203e-01,-7.803481604775130975e-01,-5.862107762543514733e-01,-8.954058341878700089e-01,-7.556668494326849173e-01
-8.429657250716490191e-01,-8.281419491071136951e-01,-7.487773363662832971e-01,-6.381685264967925653e-01,-7.112071360373753981e-01,-4.281166522487944159e-01,-6.438560041745260420e-01,-9.101081959293448875e-01,-8.762122201687537748e-01,-6.162651770676975671e-01
