2.372183761638241017e-01,4.027355469718516684e-02,1.902803419815876362e-01,1.703442871592034946e-01,1.693746890039651287e-01,-4.854109283577495160e-01,-3.329045157518983333e-01,3.487481304928822801e-01,-3.832756444148512909e-01,2.216548597438057489e-01
-6.727662078785151545e-01,-1.468307713164702932e-01,-1.036638787809902040e-01,-1.988255001906448494e-01,-8.747249335997544506e-01,-7.161400715413678286e-01,-1.849469340412611684e-01,-5.415074496931572279e-01,-2.319818421890510463e-01,-5.716463498510118008e-02
-1.475817944095871581e-01,-8.626814737231071339e-02,-3.063276858991628160e-01,-6.176379368168479767e-01,-4.570927227465157450e-01,-5.870519216231828707e-01,-5.692186844124295098e-01,-2.204980146959652776e-01,-2.806391800667342173e-01,-2.898775019918137796e-01
-4.159098945827630067e-01,-6.833161392411263302e-01,-5.119619910818680175e-01,-7.306238266880451526e-01,-8.477380300583373662e-01,-7.235532420247100527e-01,-3.377390750743389236e-01,-4.998241956158824828e-01,-2.329364097096457142e-01,-6.866179359991968212e-02
-3.687476568458751824e-01,-3.254839136130512345e-01,-6.978246961058095499e-01,-2.217573062369464776e-01,-6.900191331454896826e-01,-9.530719162720034943e-01,-5.884820121128839787e-01,-7.694617032939463641e-01,-4.742810870261768841e-01,-3.791462439823514718e-01
-3.657795860031303192e-01,-5.945036574441728838e-01,-6.724032759917379920e-01,-6.741360243760836646e-01,-8.100038992653711967e-01,-8.327743414730305327e-01,-7.085290856553757566e-01,-6.605117210931666927e-01,-5.262898491011406277e-01,-3.645348707946627909e-01
-5.207070060486929108e-01,-6.809430251265048417e-01,-8.209105823916461597e-01,-7.432992763081402998e-01,-8.645391828210322593e-01,-7.937191723352894357e-01,-7.925504069211718461e-01,-9.063561257149251871e-01,-6.987163630121949742e-01,-4.765543907997706885e-01
-6.372684868670035474e-01,-7.676102190844314999e-01,-4.382896584099233994e-01,-8.709743383557575491e-01,-7.393044929153728129e-01,-7.187343574183907569e-01,-9.505762112993537682e-01,-7.654375619589893764e-01,-4.339724485416071587e-01,-6.794432788091748776e-01
-7.328939391693145566e-01,-7.843091943131498267e-01,-6.512255643918744008e-01,-7.682669073201692234e-01,-7.607534508906673709e-01,-7.385222533911791620e-01,-7.497499003442588128e-01,-6.597780974193602210e-01,-6.431416111111222245e-01,-6.749867109052263281e-01
-7.855846626538843802e-01,-8.516832241250411606e-01,-8.237454912376168670e-01,-4.034056204301967874e-01,-7.844744578913017685e-01,-8.109585243871895166e-01,-6.650361212189151994e-01,-6.161350243536767302e-01,-6.155633236502139338e-01,-3.467839712620008896e-01
