7.805566897452669295e-01,8.152578205047508186e-01,7.730540439296218480e-01,8.307908426177682548e-01,8.818104177446454139e-01,6.657186142632807169e-01,7.912583188558843794e-01,8.397486588775584515e-01,8.191680105731888872e-01,8.037939258174823243e-01
7.618671928682293482e-01,7.456763385941354016e-01,8.234889705370438406e-01,9.189533692955259570e-01,8.654004531406784828e-01,6.299423203162203277e-01,7.903389777439787656e-01,6.842697998836713147e-01,7.421867111783555515e-01,7.635117085232225875e-01
7.754779517071708206e-01,8.981511849488433841e-01,8.183973801639723433e-01,9.927510424644027109e-01,7.598769974253865023e-01,7.691179291275114238e-01,9.913507741486716762e-01,6.247528676808983272e-01,7.409462216578015514e-01,7.606788710517893293e-01
7.601940817920055382e-01,7.285776741109515342e-01,9.872111794554047082e-01,7.366461290301759002e-01,7.986363234956485035e-01,7.629213619774729560e-01,9.282372074525543360e-01,9.936262053554045792e-01,8.777070873564514208e-01,9.143424707018749098e-01
6.648212327807490052e-01,9.529147622304501297e-01,9.688776085187112974e-01,7.930312298705751717e-01,7.512788344374601301e-01,8.261454229327546139e-01,7.721539599043200086e-01,9.709950170589186635e-01,9.539881430124154127e-01,8.865213690907124411e-01
9.910069602458319027e-01,9.583713121186510087e-01,9.221458249863436762e-01,7.998673172174743939e-01,8.180205219014298201e-01,8.718810742264788693e-01,7.460274805001283482e-01,9.642029177946008778e-01,9.899130020707608280e-01,9.635699447317501720e-01
9.532688370117603505e-01,9.895812396107114273e-01,9.292925622365028060e-01,8.055226493691206580e-01,8.116957772117588954e-01,8.471826469554225580e-01,8.213741578729090165e-01,8.318011703146442892e-01,8.827160275039672710e-01,7.636639763311023898e-01
9.769572375514862239e-01,7.231013183524718224e-01,6.568648040933002807e-01,8.258413648409882457e-01,8.271592181610967209e-01,7.847408743365574813e-01,9.017124553508493179e-01,9.413135847631638464e-01,7.537992651429704649e-01,9.900595999238243072e-01
9.750596834037604799e-01,9.212906886379297333e-01,7.351275131614185554e-01,7.769913189242553253e-01,6.923654855989700430e-01,8.323268368059038025e-01,7.956516079012012632e-01,6.837202784526253962e-01,9.270183770314640581e-01,7.325904962500988660e-01
6.406924040339375681e-01,8.119918013944810165e-01,8.387371548734375848e-01,7.406238283584296589e-01,7.846440006483265117e-01,8.556032936481359208e-01,7.424332612637837281e-01,7.267024311542034098e-01,8.938931397730716100e-01,6.645163162266581880e-01
