-3.788309574282560654e-01,-2.300241481474028238e-01,7.300234575132323600e-02,-6.974382036686209430e-02,-1.478206652174272051e-01,-1.476248977631453539e-02,6.415628598353854961e-02,-8.874477583076539888e-02,-1.760931059856233050e-01,-2.961019071728802632e-01,-7.595808721891057769e-02,-7.740772906453517732e-02,1.700111456175435465e-01,6.674808852792732394e-02,-1.108526800695179282e-01,-5.591561568786303227e-02,-5.819100123333279667e-02,1.684108248511125352e-02,6.195408412803656700e-02,1.338472705139023000e-01,4.523517791725600173e-02,3.992768861580472950e-02,2.679365166851528993e-02,-2.627952676053447664e-02,1.751931753070706463e-02,-1.048748978582400987e-01,-6.651870041742528883e-02,5.464899089439614888e-02,9.033167956270361787e-02,-6.065370965359952182e-02
-5.645530031952967764e-01,-2.939426822462321010e-01,-3.931200366919635480e-01,-7.760722552891269332e-02,-1.529840496410376227e-01,-2.005800492724779116e-01,-1.217496823214474083e-01,-1.420273635551634883e-01,-1.773815056953908786e-01,-1.999574839603741050e-01,-1.297309715936406822e-02,-8.552966813984869132e-02,-1.202237041451195282e-01,-1.624510654199003423e-01,-1.295407988026048007e-01,-1.019734393639716435e-01,3.700257445510065496e-02,-8.150201299819838374e-02,-5.143185667035247988e-02,-1.787180978992702063e-01,1.592635720837557445e-01,-7.746616574187646653e-02,-7.912495451039679162e-02,5.753043462001550951e-02,-9.045100957746302073e-02,6.288890794878049251e-02,-1.923963842341775421e-01,-2.784319525507845602e-02,-1.553536533973912115e-01,-4.396664501188291690e-02
-3.783812410817717353e-01,-5.090904561878571988e-01,-3.542798664452645463e-01,-2.888649458397918313e-01,-4.020908070739589446e-01,-2.510598401949682423e-01,-2.935597683357461518e-01,-3.266985034697994505e-01,-1.597525610300931376e-01,-9.828187469934639153e-02,-2.338646017170242786e-01,-4.400768136645442641e-01,-1.570552327903753931e-01,-8.217207093683594546e-03,-3.247634711003901109e-01,-2.027582449053233760e-01,-1.307677180779692749e-01,-2.021649931608513751e-01,-1.425355160217876005e-01,-2.295210014023347511e-01,8.400644136912192861e-02,-2.532499541345704097e-01,-7.479296980432202646e-02,-2.279284964990873630e-01,-9.336348111432629659e-02,-1.473523595209504933e-01,-1.654353945024254757e-01,-8.345763958905863533e-02,-7.774675006602456417e-02,-1.426730057299140375e-01
-7.100884114317920215e-01,-4.854881127367401961e-01,-3.358970784605818660e-01,-5.118005976254066391e-01,-4.474684817375738088e-01,-4.870677774719130992e-01,-3.017203770720652267e-01,-3.607648732123243662e-01,-2.120357918211200621e-01,-1.775776611471517330e-01,-1.919035528255220446e-01,-1.240526331606557481e-01,-2.493227300559509585e-01,-2.406954081037275539e-01,-1.374857108598951938e-01,-3.419825309380743195e-02,-8.860222103286244377e-02,-2.355368991137880286e-01,-1.363038133984494082e-01,-2.375839067144995542e-01,-1.472458326383727367e-01,-3.295602078452142475e-04,-5.526607292257225412e-02,-7.233239012188166783e-02,-1.854989367603964434e-01,3.323547862401522029e-02,-1.365700918645368078e-01,-1.794185895212366821e-01,-1.688331616100761934e-01,-2.049732578642097514e-01
-6.431404191161588235e-01,-6.070220669104379185e-01,-6.246317621559853706e-01,-5.440484914600790534e-01,-4.612954462648118370e-01,-5.404625015384064701e-01,-2.750781674493902873e-01,-3.363738683736394175e-01,-4.267434711002780490e-01,-2.388709659665806950e-01,-2.465551754120523242e-01,-3.704241414612997607e-01,-1.354097315128807710e-01,-1.954786182921509907e-01,-2.199374513113709073e-01,-2.275595891257573000e-01,-1.938744177157904758e-01,-1.789364967457647559e-01,-3.278074078545384351e-01,-2.615701215972722204e-01,-3.505826193763743603e-01,-1.689453927103591324e-01,-9.929839541542485881e-02,-2.715226382531835680e-01,-1.808502627495818527e-01,-1.728223907019120140e-02,-2.033347710280250242e-01,-1.741395269765476095e-01,3.544222827566501088e-02,1.822297724917468914e-02
-5.317984744856713020e-01,-6.500593427071837960e-01,-6.836574548391541883e-01,-6.020666858237869734e-01,-4.895179455410996749e-01,-4.899901638369515422e-01,-5.662825681163934366e-01,-2.876063223973116534e-01,-3.138713491905967268e-01,-3.412308443738038544e-01,-4.512696424671906459e-01,-3.586053478964274510e-01,-3.468629150933920657e-01,-2.815695577732070243e-01,-3.088040956228281231e-01,-2.439163772601243563e-01,-2.319906355984426571e-01,-7.931797531632481246e-02,-1.941843036928923294e-01,-3.107958534054841571e-01,-2.453740140074655018e-01,-2.307776335189092587e-01,-2.274146756064630848e-01,-1.953126471476079040e-01,-2.145541470592798872e-01,-5.587713890352460216e-02,-4.153686097598024290e-02,-1.881021029966990499e-01,-3.061819132092212792e-01,-1.847497375482012594e-01
-6.225648159546988136e-01,-6.358563531082797038e-01,-6.734424622433503593e-01,-5.332135235862780487e-01,-5.040842961779209430e-01,-5.755065721229837283e-01,-4.537620833765958483e-01,-4.057180707774111772e-01,-5.547127948582691870e-01,-6.076638876009041734e-01,-3.455394281611470220e-01,-3.228815044758383546e-01,-2.842884413118669240e-01,-4.053386911675317950e-01,-3.279588566807563055e-01,-1.988359380080372552e-01,-2.999309386459049209e-01,-2.313687394909938466e-01,-2.103414055974873742e-01,-3.373987613556524989e-01,-1.083919275721541703e-01,-1.856702328326914897e-01,-1.542072081556634111e-01,-2.593574567470998127e-01,-2.664151365557033135e-01,-1.928936170688033969e-01,-6.899166847809540259e-02,-2.335265084016315273e-01,-2.219082057699290136e-02,-2.229269457592482906e-01
-7.244087300300201537e-01,-6.959223457726672057e-01,-6.364642915211287111e-01,-6.161702207587288482e-01,-7.065086829618053565e-01,-6.036894833252001158e-01,-4.951466730517448678e-01,-6.009138217937650683e-01,-4.022392493309292494e-01,-4.821854089019309009e-01,-3.754138641605452853e-01,-4.690906903045743426e-01,-3.442280898698539260e-01,-4.231932808854716455e-01,-2.789744881756252015e-01,-2.305189259996520967e-01,-2.432777594953077493e-01,-3.045457227367485142e-01,-2.966252796921139412e-01,-2.313246853013473658e-01,-2.008235824708466122e-01,-1.840116528626790926e-01,-1.657966697411575041e-01,-3.669315053155027262e-01,-3.861363157898447529e-01,-2.706600867006088706e-01,-2.492545149782397218e-01,-2.308211753493964458e-01,-2.353099207151019834e-01,-1.622706457541427671e-01
-6.911922339353324674e-01,-6.577946989479285245e-01,-7.236925175406584421e-01,-6.347150006413389001e-01,-6.533782757359420934e-01,-6.339280796007600305e-01,-4.901639045493271785e-01,-5.071087506714754278e-01,-6.105419112891534716e-01,-6.182094053761308938e-01,-5.387231833788429514e-01,-3.930911012617917533e-01,-3.651098672030750891e-01,-3.101945270545021227e-01,-4.026949849121708169e-01,-3.351252544443316661e-01,-3.827887670968176947e-01,-4.047505607035645769e-01,-4.829168441816296120e-01,-4.840436115781479032e-01,-2.242381294254635338e-01,-2.824200696333402094e-01,-3.749676882277523382e-01,-1.739178005944157224e-01,-2.790359172587871806e-01,-2.140769796687353455e-01,-3.288299026024903426e-01,-3.210330850140351022e-01,-1.208129453572136247e-01,-1.252100983086044117e-01
-7.760822605961354981e-01,-7.198373438871166208e-01,-6.395920453515269166e-01,-7.248441914185550505e-01,-7.595818476888795967e-01,-7.053012730404880637e-01,-5.745858571994288955e-01,-5.792323314398113432e-01,-6.107612465387486367e-01,-5.482499192706232760e-01,-6.061804273064982373e-01,-5.130195432888974283e-01,-5.196293462820558151e-01,-3.917786375941939570e-01,-4.346477639307791963e-01,-3.452171647918668151e-01,-3.108783386817355887e-01,-4.188338159313437226e-01,-3.874831446879491437e-01,-4.212989166981127576e-01,-2.349406354091643778e-01,-3.487002084904215482e-01,-1.835983753679181762e-01,-3.211636908452463746e-01,-1.743183534149525538e-01,-3.051740310699492809e-01,-3.874494936314720750e-01,-1.327898648560489336e-01,-1.998312144188504336e-01,-1.877096339123573154e-01
