3.311576188464936399e-01,5.572271695719217544e-01,6.128209143016806193e-01,6.541065286798487532e-01,7.327122198019984101e-01,8.071030706274755495e-01,7.831086005727867505e-01,6.428857896758490842e-01,7.122833481281993784e-01,7.780194659116556055e-01,7.806474194852012216e-01,6.880103584287308172e-01,7.758630194709053018e-01,7.719603858761373560e-01,7.525658820544333105e-01,7.793391637273289207e-01,8.147718707543809558e-01,7.451303972364786699e-01,7.812912473058396534e-01,7.811145951576393687e-01,7.576124205574887860e-01,8.141965646659474753e-01,7.766738283045281355e-01,6.856540132860303727e-01,8.170651562886050989e-01,7.629115666672040552e-01,7.266359467876716272e-01,8.148415041661888347e-01,7.605541457454466636e-01,7.020608699923200913e-01,7.037600009054095773e-01,8.156477106513257969e-01,7.095800068971076513e-01,7.764823142446203308e-01,7.649605599514291976e-01,7.402452810407054162e-01,7.348161274772304630e-01,7.256078881611564002e-01,8.157921162594481412e-01,6.884065206649438995e-01,8.016317668970400767e-01,8.004582618658158122e-01,7.638643204334206738e-01,7.828256412947001142e-01,7.318907615953862411e-01,7.762149604846551032e-01,8.159522092572016883e-01,7.346262446332204599e-01,7.914824718929335257e-01,7.642141492471858921e-01,6.731204748933757864e-01,8.155865012762953947e-01,7.807291684100413631e-01,7.789327987618653859e-01,7.406674718345287456e-01,8.122136332756818566e-01,7.959060648591494980e-01,7.460988114805874316e-01,8.156058988068651816e-01,7.968842109639384663e-01,7.242861851417004004e-01,7.683582987014505594e-01,7.624006655520574327e-01,8.112424399636172234e-01,7.700040458944498178e-01,7.406570516955051087e-01,7.079559018150176630e-01,7.633762771728539454e-01,7.996761419566221774e-01,7.837381420417407485e-01
5.308411705845300643e-01,4.341035746255130223e-01,5.818195768427648629e-01,5.919923903535253551e-01,4.741222855732833419e-01,7.639996006385960658e-01,7.379658535327595636e-01,7.756103030575353108e-01,6.635782676092228938e-01,6.999431962595712431e-01,8.048778481409889496e-01,7.297284581828105132e-01,7.650079278424597451e-01,7.643832938037928848e-01,7.773888311153697162e-01,8.090071393343322148e-01,7.775616042379004389e-01,7.728650527376986767e-01,7.793714997861095339e-01,7.737006625962616901e-01,7.746313744336410512e-01,7.689065288235036322e-01,7.824055648469164792e-01,7.751356069198724885e-01,7.396349953141717615e-01,8.121816257903577974e-01,8.152379948563232004e-01,7.786522460557835368e-01,7.871669957378902849e-01,7.406286320956091407e-01,8.176921458941494025e-01,7.704287970994502244e-01,8.164912988078747436e-01,7.765826409741070080e-01,7.811152705878120495e-01,7.712143259799172368e-01,8.180799556126188143e-01,7.052248822482681812e-01,7.753813003496129452e-01,7.620067837065398475e-01,8.095816427644069169e-01,8.124089625142906224e-01,7.823853311882459360e-01,7.816214729022833430e-01,8.168994922881966936e-01,6.862603707373504669e-01,8.139392013472936949e-01,7.778499509398951739e-01,8.145086334505811099e-01,7.850896226070976924e-01,6.735975339103131843e-01,7.268576648125241180e-01,7.433312673106893254e-01,8.197233817002265166e-01,8.022624419462103251e-01,8.129991291592250091e-01,8.145516607993387170e-01,7.523252951367899177e-01,8.157896036126234263e-01,8.053208061335873635e-01,7.364450101275809013e-01,7.804960978803829885e-01,7.707569278087798015e-01,7.799530673204816411e-01,6.896636652436709536e-01,8.154611324849568854e-01,7.181078352760028594e-01,7.478594564854184057e-01,7.050812973462754485e-01,8.136093825690596804e-01
3.726732732489074773e-01,5.566367081728308408e-01,5.712442401277442183e-01,6.236962709873470345e-01,6.253584829105498510e-01,7.620834627155019803e-01,6.596955087027092102e-01,8.087673728493863790e-01,6.729865123815467198e-01,7.902624645139748605e-01,7.561508748488761089e-01,8.139353977685044317e-01,7.389683420143738912e-01,8.142558743119148179e-01,7.455368423471370187e-01,7.848412837103135864e-01,7.055784499545142419e-01,7.220258847801502844e-01,7.231286228502388225e-01,6.368603807019349583e-01,8.172529635665467529e-01,7.453655958810923021e-01,7.569948216738831004e-01,7.300266335509456583e-01,8.193647642893203686e-01,7.360128335301101554e-01,7.731308732373888271e-01,6.957112276075351209e-01,7.631134203814252670e-01,7.561899527609929894e-01,8.076601518106742983e-01,7.096770331316448743e-01,8.095773614793638773e-01,8.030220899311657501e-01,8.049666061806792783e-01,7.845166852450600192e-01,7.368190247776413848e-01,7.781200129376588670e-01,8.110138281750705058e-01,7.047149682908845358e-01,6.836297567373584849e-01,7.307546040961843126e-01,7.166163430389324018e-01,7.762958879726764572e-01,7.796971586617799099e-01,8.245941335523395699e-01,8.158197671762421610e-01,7.026037119163741629e-01,7.862012084842080473e-01,8.130562046206630811e-01,7.693591642934560770e-01,7.743382673718877118e-01,8.180821799186657195e-01,8.159193069402133069e-01,7.811398978116236291e-01,6.972182718385645517e-01,8.116782505029583872e-01,7.431646341805830946e-01,7.314156145872460213e-01,8.132523493193616337e-01,8.162171246205971453e-01,8.186377761745293746e-01,7.693251575985957658e-01,6.909988460868322635e-01,6.725348955481462720e-01,8.160501459984045303e-01,7.730431764239855674e-01,7.720601188614133470e-01,7.179471627983516901e-01,8.162509961470332254e-01
4.107314278575518451e-01,6.795782432887329527e-01,5.766975435732200062e-01,6.201061633696067776e-01,5.932428787138276371e-01,4.966445806494330650e-01,6.598470443329528257e-01,7.367218113391381662e-01,7.371574979777266723e-01,6.681864228638809688e-01,6.665853363384919295e-01,7.607171837054598207e-01,7.951285469278881468e-01,7.424286532636755753e-01,7.483369977872367240e-01,7.661116341259588403e-01,7.326560593074291639e-01,7.469376421040113678e-01,7.673956963016190791e-01,7.338114559094115474e-01,6.954041529474328520e-01,7.134846790335159783e-01,8.019582981139341538e-01,8.124507992324514483e-01,7.646211176660476783e-01,7.888942908502408757e-01,7.805818399149180298e-01,7.680038222822194172e-01,7.654113258298884670e-01,8.072579849864290891e-01,7.668548388791887049e-01,7.211781994980926980e-01,7.376979978689455208e-01,8.086392666743505986e-01,8.038109350563131805e-01,7.359084794736111546e-01,7.647522382840346022e-01,8.209541950498472351e-01,7.800062434753739504e-01,7.263804330402540144e-01,8.115512954388374167e-01,8.144011259585243190e-01,7.958980200849370412e-01,8.195655091827265259e-01,8.171810363840908975e-01,8.153608991383500815e-01,7.840756181496224553e-01,7.955589821973548803e-01,8.174241586181679731e-01,7.815630332632204080e-01,7.838301922244664821e-01,8.178384291595742761e-01,7.552823861670920902e-01,8.085534056931406033e-01,7.634775572945625699e-01,7.819281514733792404e-01,6.916994456306476691e-01,7.954371231929781016e-01,7.837743220806260291e-01,7.464343750708982705e-01,8.157357329470312779e-01,7.413531569022107082e-01,7.777313436228467936e-01,6.803316070972296181e-01,7.816950536509065239e-01,7.302817001790005147e-01,6.673785495234711984e-01,8.166417473554791195e-01,7.690661320689488045e-01,6.679418907411821538e-01
7.339344304239570072e-01,7.008671227809285531e-01,6.468657105261705897e-01,6.414495425764896730e-01,5.802125436604153030e-01,5.293823176572813871e-01,4.941345533541018353e-01,5.571480161820402399e-01,5.333892473146865099e-01,6.674885036111668501e-01,7.281138898318338937e-01,6.892310486791253243e-01,7.576344064384603616e-01,7.019293690570342914e-01,6.996070671250366191e-01,7.431800929959265778e-01,7.307705443856197247e-01,7.975020771394569774e-01,7.900639007986904883e-01,7.668266810306594294e-01,6.433916840916176216e-01,7.834156059253853943e-01,7.616082182730727901e-01,7.019306856677450801e-01,7.566999113780028541e-01,7.155187559277270681e-01,8.119776354935134277e-01,7.945666100596985304e-01,7.717005609812953582e-01,7.645942211743211869e-01,7.805992919600746038e-01,8.164231001232160612e-01,8.105940851832175165e-01,8.114222849083969624e-01,8.016207260441046145e-01,7.853286818520059942e-01,6.982246361671217150e-01,7.576017034521611571e-01,8.186524911586379183e-01,7.640657811027240509e-01,7.434528292154508611e-01,7.605681907282202392e-01,7.646397561738550452e-01,8.116315922389223392e-01,8.022386235682635869e-01,8.215822741683249664e-01,7.456436444866925140e-01,8.127816918145044367e-01,7.914965976351147070e-01,7.544443795170352463e-01,7.473751236808939824e-01,7.732295346761163257e-01,7.505262338713475367e-01,7.338720097958546518e-01,7.142325491757453015e-01,7.480423616078499816e-01,8.124978127092788993e-01,7.927857146082999407e-01,7.795497961648142349e-01,8.166571496371911598e-01,8.146367344796885401e-01,8.211933528825118289e-01,8.110376497072181445e-01,7.084300664158333927e-01,7.630857968586097773e-01,7.423705303125411881e-01,7.488688985337238480e-01,7.624127844729805537e-01,7.751967131957698820e-01,7.442359211960423160e-01
8.173907711454113656e-01,7.156991002561043924e-01,6.574909735564476998e-01,6.194501379821689691e-01,7.912931771765875366e-01,5.584606336086019862e-01,7.300178637819957350e-01,5.934429515426681290e-01,7.113245082981762835e-01,6.801122201309507398e-01,7.107722824880625678e-01,5.780990618284215232e-01,6.796951215384298139e-01,7.200154936812079853e-01,6.618522226140762799e-01,6.866457035910736861e-01,6.930582235087233700e-01,6.565977546113875851e-01,7.454419267921689185e-01,7.552961817402046307e-01,7.158717346734125853e-01,7.909411444995129159e-01,7.746820980246683641e-01,7.677479038741231721e-01,7.133282247173938773e-01,7.565765259252598129e-01,7.630916601727456561e-01,7.805984791589020144e-01,7.514156537471592401e-01,7.684353837727194714e-01,7.660803996038605401e-01,6.789452834947921067e-01,7.307321254794157950e-01,7.299536850224753737e-01,7.871623415666358925e-01,7.888115736861002203e-01,8.103707540068609827e-01,7.396565127126327743e-01,7.567621305714171687e-01,7.613574228605730632e-01,8.263009527280984479e-01,7.484669829623713522e-01,8.099058087444468423e-01,7.547339173438399884e-01,8.163555169814709078e-01,8.188275808522652577e-01,7.798187123243268681e-01,7.742701029158579606e-01,7.951234710974409703e-01,7.806591631413145604e-01,7.862462108149427253e-01,7.685288274816041154e-01,8.117801977304933692e-01,8.054321644488562359e-01,7.428988529473621316e-01,7.302030915785983067e-01,7.698698465156227355e-01,7.574511267129301340e-01,7.308180046514106687e-01,8.047573612646616859e-01,7.893391279928902993e-01,7.100176972588250202e-01,7.959941260761894677e-01,7.154323942681006798e-01,8.109349172740081269e-01,8.098099313448210435e-01,7.885118166291874564e-01,8.232150607275682264e-01,6.608899415117094334e-01,7.277391928590883907e-01
7.186004523127339505e-01,6.841244150397653989e-01,6.536040853946595286e-01,6.881854531959348265e-01,7.586454887640761147e-01,6.353173190814401794e-01,5.055007177138974850e-01,4.463115632149539658e-01,5.804427474858626645e-01,6.018801964497592083e-01,5.712563800565770844e-01,5.542416034968211669e-01,6.433744475267383356e-01,7.360588260185487730e-01,7.132430726421425948e-01,7.205563978183572305e-01,7.430752068399805177e-01,6.787383695386066673e-01,6.183990536291742446e-01,6.895826811824959934e-01,6.936463622469778434e-01,7.072785799877121526e-01,7.451728302862937747e-01,8.072195359556302297e-01,6.454496947693006970e-01,7.837532863017681040e-01,6.803753804390185733e-01,7.195399418377701473e-01,7.899202667839018144e-01,7.679740383218863764e-01,7.142034106841037566e-01,7.440582961179089683e-01,7.760658906321361572e-01,7.792138742649120653e-01,7.816558981609982304e-01,7.655507564029309098e-01,7.754109247268292648e-01,7.831802486868220115e-01,7.784724704156219532e-01,8.239827591226099868e-01,7.021411291762420515e-01,7.590759061620510062e-01,7.682009534227862702e-01,7.089174094750474442e-01,7.176592862232902270e-01,7.802063993454257940e-01,7.984595156075265932e-01,7.572609746331296909e-01,8.030098834459296064e-01,8.061642285217280879e-01,7.760962456200979354e-01,8.168785779276200865e-01,8.114454352193501974e-01,6.890502763875360204e-01,7.399483421939084815e-01,7.797383494569053441e-01,7.994530462768716372e-01,8.135825894863394359e-01,8.292330552258773135e-01,8.163985035339501595e-01,8.249721558292705259e-01,7.096156644623263787e-01,8.095111636562523083e-01,8.140930064783955533e-01,7.255366681314926458e-01,7.241533114261586856e-01,8.232810799472253249e-01,7.733219016798821288e-01,7.742087629385930869e-01,7.697388334648666008e-01
7.967208207814109322e-01,8.114490924825022988e-01,7.737926648569650734e-01,8.007621444745114392e-01,7.254574746470364710e-01,7.305622271385259214e-01,7.283928145665395926e-01,5.331207983828402108e-01,5.532790963057109268e-01,6.042308701836299756e-01,5.467308046266446953e-01,6.321103138242835096e-01,5.554026825277075252e-01,6.216508226302966955e-01,5.718628331346932159e-01,6.564596633905349643e-01,6.403543844756731662e-01,6.538542717292112894e-01,6.730012256437845064e-01,7.406415143000321111e-01,7.292136216242214308e-01,7.005896381563097020e-01,6.528741221524630989e-01,6.805585570717008759e-01,6.453783327904923928e-01,7.805633759698141771e-01,7.131995948846825417e-01,7.408718103492042406e-01,7.462477732199869207e-01,7.911609266109272953e-01,7.337313489855038506e-01,6.946456826112398231e-01,8.259889229241470510e-01,7.183087846559128575e-01,7.647424666902190582e-01,7.644357941263049128e-01,7.802716177831802158e-01,8.087032484514440345e-01,7.702521276452910515e-01,8.032277698395134946e-01,7.883707368932404425e-01,7.717211290079624142e-01,7.284590719145758175e-01,7.267963322234678447e-01,7.985470002755831187e-01,7.314964136720877308e-01,7.409791137823252827e-01,6.984390625195476821e-01,7.851100886245855337e-01,7.896045358734450348e-01,7.888741910598178197e-01,8.285201420021437446e-01,7.303751862200792422e-01,7.302890121724824324e-01,8.334076068803815129e-01,8.196103837738741849e-01,8.279668548007634854e-01,7.438611057194411957e-01,7.122899204145618501e-01,7.587235072196476526e-01,7.885946593691735007e-01,7.752403289032236966e-01,6.974623918360004504e-01,7.898833992350871025e-01,7.863181533689133085e-01,8.174024702227191685e-01,8.158702526680519096e-01,7.402946764790596657e-01,7.275691449302371661e-01,8.247327661526252518e-01
7.842944691147135661e-01,7.604125208483735188e-01,7.956760044446647973e-01,7.631857080161736917e-01,7.389068989138053434e-01,7.487859461870244315e-01,6.388010220687029284e-01,7.824921529328577874e-01,6.707850220387464590e-01,5.750032327688822109e-01,6.274278565875489599e-01,3.581199694410215906e-01,4.070619364307901944e-01,3.891000203338530472e-01,5.838158704517684150e-01,6.087381076877915742e-01,6.464958244598441039e-01,6.850877824904482161e-01,6.772711746322244153e-01,7.588472884450040423e-01,7.565544911629012992e-01,7.659196412897250061e-01,6.824933106470865152e-01,6.780776825338078462e-01,7.779428331536714092e-01,7.906978919046711018e-01,7.670231322622910186e-01,6.538400872938905373e-01,7.061029787555500592e-01,7.128510413024926606e-01,7.833149518314211912e-01,6.442808575127919601e-01,7.769557175506570657e-01,7.891506914052325294e-01,7.320012635570843917e-01,7.720695707188115486e-01,7.165054998685467247e-01,7.634434707459278879e-01,7.126946240385357845e-01,7.613201260017290473e-01,6.807368453588423796e-01,7.173438581984866724e-01,7.531479486593912753e-01,8.186600582351416522e-01,7.684725685605934276e-01,7.456548554468124257e-01,7.689151419372151075e-01,7.626370337812159450e-01,7.432679643021325999e-01,6.127541892741897867e-01,8.037222812289761542e-01,8.175983406908714501e-01,7.774002132886331795e-01,7.451712744541044708e-01,7.180925735879658545e-01,7.982854976770354938e-01,7.342101604506948709e-01,7.185504165521278130e-01,8.014286448464315038e-01,7.722867668612684033e-01,7.983182466127163313e-01,7.199628516300736747e-01,7.770483322587150576e-01,7.765401086281238374e-01,8.109878461750000822e-01,7.475977948939344087e-01,8.036137928070281600e-01,7.662209158175438128e-01,8.030398735030715995e-01,8.157077681081342790e-01
8.171333686016513109e-01,8.205076643851548779e-01,7.692489905427019048e-01,8.003673879771115995e-01,7.297507340911671969e-01,7.730465210286870947e-01,6.901316157313602817e-01,6.946922912863893185e-01,6.390792570655723370e-01,5.755872273899279579e-01,8.465908141322538993e-01,6.464837673283024833e-01,6.071412155566212610e-01,7.880326899351112191e-01,5.620620408417256186e-01,7.154716587554275087e-01,5.704069978902707172e-01,5.575053547970142409e-01,5.590367036839432036e-01,6.086505294902270213e-01,7.453303016373786782e-01,7.309362567104269459e-01,7.196893168692882758e-01,7.053276209452501444e-01,7.441410909252680339e-01,6.906078366182116790e-01,7.284141746604484435e-01,6.854729547853540828e-01,7.435740057418442905e-01,7.896706237275219475e-01,7.752468986255628414e-01,7.708911744656898879e-01,7.237820350601132935e-01,7.276731456298103362e-01,6.908591594767493627e-01,7.229652310452402419e-01,7.272102427125672897e-01,7.879099353796965577e-01,7.187033621323609678e-01,7.152277900975546610e-01,7.642437513055181375e-01,7.195499547623128711e-01,6.937038653961496992e-01,8.090047104429924918e-01,7.474655414497998196e-01,7.748927142725684503e-01,6.508334827661645949e-01,7.947053443713082421e-01,7.886355210140936212e-01,7.259461250878420646e-01,7.324196997835605849e-01,8.211624771233777542e-01,7.312667855314937126e-01,8.008155540995561816e-01,7.840190976426678615e-01,7.774577503228401465e-01,6.781758341766279674e-01,7.897753858742810884e-01,7.877065429807984520e-01,7.778325407107717915e-01,7.885365706580123035e-01,7.634326258910129059e-01,7.516925377372836170e-01,7.552579987715645204e-01,7.408934028959849316e-01,7.821609201430823610e-01,7.448696564833863221e-01,7.877118355217707091e-01,7.394154332162103938e-01,6.816447383943075033e-01
