7.514747805205056475e-01,5.989817103663167552e-01,7.100380267632873110e-01,7.378542239134437963e-01,7.640853262692262060e-01,6.851641614954424586e-01,7.316415528381249311e-01,6.745476984041089974e-01,6.522404299458581800e-01,7.426584212082636416e-01,6.637954691659996298e-01,5.464646137568338613e-01,6.695966089143932098e-01,7.689495549700104959e-01,7.425530865491994925e-01,8.123164421246581446e-01,7.258146731841150778e-01,7.395433950373495602e-01,8.158727313368940859e-01,7.839008991947907790e-01,6.558487331837129508e-01,6.779810535998903598e-01,8.028832570954179682e-01,6.772118053536523297e-01,7.942690171706552338e-01
6.761546489970875484e-01,7.847369300152527982e-01,6.021850709763019172e-01,7.285944579405168042e-01,6.924955119260045588e-01,6.613520968953954249e-01,6.411070393812239310e-01,4.991603521955222389e-01,7.721740902923307504e-01,5.208127427377881036e-01,7.179772006544933305e-01,2.926575330509027517e-01,6.578648764182606357e-01,6.369838496501794012e-01,6.296188132964186668e-01,6.910775784301209645e-01,6.814518305539000176e-01,8.006227753007678638e-01,6.969723640326155323e-01,7.935705336616896144e-01,5.540019210489133261e-01,6.468130056709866516e-01,6.763038091454028899e-01,7.505989547050395672e-01,7.610477575498100222e-01
6.654604952825481368e-01,7.104044466162109384e-01,7.280906478381783398e-01,6.682043863989239885e-01,6.328495997252882033e-01,6.264753126082671653e-01,7.177143883281051906e-01,5.270062908919255218e-01,6.032023066521660093e-01,4.378981375077580784e-01,3.343171037686563651e-01,5.669920448543215308e-01,7.388740932904656056e-01,8.031144640615913710e-01,4.890173630340490796e-01,5.407772021988637157e-01,7.945220986621913672e-01,6.705602147235062427e-01,6.774837460376498255e-01,7.464175098465267721e-01,7.356918781917475281e-01,6.583633493959228922e-01,7.234179193783653039e-01,6.815413845462968689e-01,7.361364378155947907e-01
7.985471564384087895e-01,7.912401133148356802e-01,6.443943125779210135e-01,6.903041392264900322e-01,6.642624172502132884e-01,6.778003778880196117e-01,6.093161424491880807e-01,5.463067322216603738e-01,6.014756832416783272e-01,5.294897643411303756e-01,4.328238177648269236e-01,6.094133223720626935e-01,7.257018662348461158e-01,6.677307791610191945e-01,6.077575895135296502e-01,3.743441904672634157e-01,6.136805081748556434e-01,7.405863298374902870e-01,8.058876847246688735e-01,6.522445797393718880e-01,6.047869500899381023e-01,7.139874151438774241e-01,8.011980480248557246e-01,7.533398402208729694e-01,7.050106227123380531e-01
6.374704871713422483e-01,7.092328366758694491e-01,6.771396349056860720e-01,6.706527158444750558e-01,7.025953798163225850e-01,6.416215509433147446e-01,6.164599533158294786e-01,6.143381014551146935e-01,3.539256551227563663e-01,5.896961294693686684e-01,6.719001495170180416e-01,6.832424787293532864e-01,7.126464950278842414e-01,6.606866311594811192e-01,5.713189191504001174e-01,6.214658647883073428e-01,8.166261407157898722e-01,4.129744276692169369e-01,3.032831711135381969e-01,7.067581722496847352e-01,6.804760884264511311e-01,6.857608772865463331e-01,6.797887588742315135e-01,7.612088641652660082e-01,6.877914288761790562e-01
6.244955661287704407e-01,6.574692269399354805e-01,7.316062241430838498e-01,7.123305882402622968e-01,6.076731161866451014e-01,7.152419809259255024e-01,4.421586398607133539e-01,3.196945486800520930e-01,3.861514168804489056e-01,7.583065315876039714e-01,6.401242533312372363e-01,7.689069807975383863e-01,7.721250387843898721e-01,7.411458198394649255e-01,6.734818440938955542e-01,7.852114885419536616e-01,4.022707873969111891e-01,1.562230496494664833e-01,7.097783787973243053e-01,5.776758145457743243e-01,7.623242307422980479e-01,5.086715723423227420e-01,6.950816093830909370e-01,6.840176075545491008e-01,6.784024246656670254e-01
7.332705237525114494e-01,6.771429295733873976e-01,6.566474681986900208e-01,5.141304606905017227e-01,6.292150303862673599e-01,6.112283378359836261e-01,5.771512070024990004e-01,3.734200600813074589e-01,7.021952451904219794e-01,3.438802138406076847e-01,8.256594163203789805e-01,6.860348380079948072e-01,7.604799228344234496e-01,7.043405223262435566e-01,7.905079269501008588e-01,6.033153229568452014e-01,6.029930489415215034e-01,5.274690254363326725e-01,4.342701735510500205e-01,3.471319613983653296e-01,4.975255587211031560e-01,4.491968488591805975e-01,5.419747062671435023e-01,6.469752645133688418e-01,6.824437308796497126e-01
7.317617669458635898e-01,7.351285269898972796e-01,5.065773259813364238e-01,6.532337213914078955e-01,6.161020859005945649e-01,5.386878079502490646e-01,4.336078923399905305e-01,6.234187450029760047e-01,7.431094712614547126e-02,6.663006136161113702e-01,6.310434539324880632e-01,7.352229746851393077e-01,6.443284209376323179e-01,7.831465660650301919e-01,7.678764567856580792e-01,6.773549172356865267e-01,3.333617527202806796e-01,6.003849630667278392e-01,2.751060122135051134e-01,5.700625867094488708e-01,7.634902509918819469e-01,5.581211938782084658e-01,5.661637554270874118e-01,6.007530519170666272e-01,5.766506204761296939e-01
6.758796489091255522e-01,4.138320555948139523e-01,6.899316862145624674e-01,6.774347480786431230e-01,6.845907812627880507e-01,3.487511525970737880e-01,2.080839851537195084e-01,7.264203575544533331e-01,5.835740001589189152e-01,4.771771331843350228e-01,6.879326014759955532e-01,6.297488469496815844e-01,6.917481360656583256e-01,7.702215986734012310e-01,7.390456331654808864e-01,6.472881869849135272e-01,5.485319306436491349e-01,4.049130489280671208e-01,8.312966689294207234e-02,4.157091776537893274e-02,3.057809569355374735e-01,4.944279660145263766e-01,6.135688701836328196e-01,8.040831223867952460e-01,6.333863122454845840e-01
6.621972483116889130e-01,5.459112475085953209e-01,3.189380419646546949e-01,3.219705219704983579e-01,6.529078250371992409e-01,3.820629969875363741e-01,3.637954136198645050e-01,3.535416152177843219e-01,5.476987417247367596e-01,6.098708427460113324e-01,6.919209309588291168e-01,6.809448287559312085e-01,7.323694099343525110e-01,7.126349594619764138e-01,7.705827146590649157e-01,6.611639210543556189e-01,5.157669198532344179e-01,3.866317956047419790e-01,4.121554887769952602e-01,3.558573997328828287e-01,5.346559597246087758e-01,6.046227944030235779e-01,6.727948190556199970e-01,4.454362732781216860e-01,5.087933131977264711e-01
4.630831794892446562e-01,4.324834269150423793e-01,2.490567529632555510e-01,3.923397903277593413e-01,4.981536624281021064e-01,3.050304744311407301e-01,1.759837216049760789e-01,4.417615199531098602e-01,5.047705648116204147e-01,5.727205959265089241e-01,5.904834609361430120e-01,8.130614992524929363e-01,7.245117980976799599e-01,6.315468195820274078e-01,6.346843732929907667e-01,6.891349909979794797e-01,6.762259928084342064e-01,3.084920255013173795e-01,8.652151637354302816e-01,2.451853727161104057e-01,6.055707569059558537e-01,1.159383145563643858e-01,5.994824913678474809e-01,6.267412803622848250e-01,5.723812504227663300e-01
3.799430695736145114e-01,6.762508038579653213e-01,1.415690785104019300e-01,6.099501096901507324e-01,3.815154130627290696e-01,3.762868791800498824e-01,3.315870395588952357e-01,3.666062749884750338e-01,5.684195836773937582e-01,8.017629982587022308e-01,5.782723284184498880e-01,7.279154128085386644e-01,7.289568347649117985e-01,6.086717793824493183e-01,7.385032395367805425e-01,7.119145787775850165e-01,7.070719422236779739e-01,5.542453678342253998e-01,6.390350914925108095e-01,4.455708741732082312e-01,6.600285028404108134e-01,5.810773052966096142e-01,2.871416697971090892e-01,8.194844669329462983e-01,4.103268781392908626e-01
2.623649878338735197e-01,5.660837887318742601e-01,7.062771173707376171e-01,7.728469187008097929e-01,2.452783651106312524e-01,5.373665619009944105e-01,3.454501355198846824e-01,5.011384010381300103e-01,7.261562679184077052e-01,6.537606780084554980e-01,6.954112258517274325e-01,6.334422555184697767e-01,6.506054742501212740e-01,7.398182058004528772e-01,6.955216239875562367e-01,6.205788215559675525e-01,7.386545251561960068e-01,7.350773536044021839e-01,5.154106408070813217e-01,3.683951890272539886e-01,6.015215107692315488e-01,3.716923175943850355e-01,3.563080816189431177e-01,6.357265004012012666e-01,4.463618364545428596e-01
6.871425293251176569e-01,4.043536560760886411e-01,3.378589917987323554e-01,5.261669788221895461e-01,7.223169851455686352e-01,5.603636511171735668e-01,5.645578078689564849e-01,5.402279069277451384e-01,6.070399268038820795e-01,7.633665697229901070e-01,6.484558180316766229e-01,7.168305267978116735e-01,6.868067474253273241e-01,6.316021502364074225e-01,7.170724636865208890e-01,6.888695756017495508e-01,6.102605530999734018e-01,5.618789979953574543e-01,6.609656782099583294e-01,3.899960434817999477e-01,5.703428874785728686e-01,1.607201990361403487e-01,6.725160980537794320e-01,2.755899579296730018e-01,6.137329549955025110e-01
3.312337000939897802e-01,3.668761165924102619e-01,5.041716282807007232e-01,2.594286249096073790e-02,5.359574468185822615e-01,7.460021551184100597e-01,5.834877974427803426e-01,6.357723542320363741e-01,6.694381521799038781e-01,6.503413128737950410e-01,6.346736243033126446e-01,7.085941730133968885e-01,6.449346273176030930e-01,6.736997092675307552e-01,6.865584911729347706e-01,6.896042140775355822e-01,4.957988359183818083e-01,6.156046264846366523e-01,6.667614504680355880e-01,4.470104764240252493e-01,6.669789121627912598e-01,1.648555295016800037e-01,3.653075604580842684e-01,4.983952353122747536e-01,2.137223881012693671e-01
6.507729797165999752e-01,-6.514816810707635235e-03,3.316794311865308709e-01,-5.135895136832389907e-02,4.586392130998294681e-01,5.463317153997400144e-01,7.329713029310086503e-01,5.644034272347812076e-01,6.174576604506141209e-01,6.058508382746826681e-01,7.896872968203799692e-01,6.907669157939239080e-01,7.293105559191236376e-01,6.074355974726525220e-01,7.306567287947375311e-01,6.498236555733966080e-01,6.028161068619001250e-01,5.137310029720290050e-01,6.963323545435297079e-01,4.166482072406227921e-01,6.341186887038248177e-01,5.526359764847601497e-01,6.490956418022739705e-01,6.133682346985072087e-01,4.102004891747165760e-01
7.860572076765027782e-01,3.978156284310276347e-01,3.515560970444114863e-02,5.223141207033238365e-01,5.007125193540977737e-01,4.397441220038180165e-01,6.832550250938199676e-01,5.318940843608706004e-01,6.151854863264204498e-01,6.395629149274512093e-01,6.221633638615799988e-01,7.415340587435574893e-01,7.163297782901163480e-01,6.914659247147124654e-01,6.743863300049510734e-01,6.982491594455915163e-01,7.251941196103039999e-01,6.860447282130158753e-01,4.309488074676628422e-01,5.736631827841454090e-01,5.127280882567850639e-01,4.467278254796603898e-01,5.993744822923299242e-01,5.431705178711352389e-01,7.585795373752517445e-01
4.959468357364250624e-01,6.126264999627311081e-01,4.232266590120592475e-01,6.762693333391311956e-01,7.958579278483228769e-01,4.797851135189185601e-01,7.364787911996107939e-01,5.996516248600830545e-01,5.674522088507847339e-01,6.846008803023532208e-01,6.950961305767511256e-01,5.961095233103328450e-01,7.675555969865830441e-01,6.369451736300661970e-01,5.997255044644674848e-01,7.623531740605724583e-01,6.662597285232386701e-01,7.784109086766568542e-01,7.460412494155165275e-01,7.481177791054656190e-01,6.950957640506667534e-01,3.932518370815445974e-01,5.228058473068220025e-01,6.480572490496252502e-01,5.629426970179383094e-01
5.499846208655604363e-01,2.296887321789579661e-01,6.225044348108996761e-01,8.121556229205799671e-01,5.367167853653730392e-01,6.041641850171909356e-01,6.984566385445338810e-01,7.070595649794125803e-01,6.376399184898721151e-01,7.144987073604770478e-01,6.273806648662166863e-01,7.607838877041055436e-01,8.005480007461558412e-01,7.179834667481975741e-01,7.467829329086954626e-01,6.966502624574337776e-01,6.114712679098094350e-01,7.031764786432574965e-01,7.927274170948990228e-01,5.014348592046810049e-01,4.627771259881026111e-01,4.535277232561757965e-01,3.539109158086473639e-01,4.742496950874204309e-01,3.808452311430899906e-01
