X,Y,Z
0.140028008402801,-0.816496580927726,0.560112033611204
0.1302884800566431,-0.8164348593754959,0.5625469156977435
0.12055042419382817,-0.8162497040502591,0.5649814296634471
0.11081531307507991,-0.8159411429449658,0.5674152074431341
0.10108461851591707,-0.8155092227098306,0.569847881082925
0.0913598116641349,-0.8149540086452799,0.5722790827958705
0.08164236277738798,-0.8142755846920788,0.5747084450175571
0.0719337410009074,-0.8134740534186408,0.5771356004616771
0.062235414145385984,-0.8125495360055206,0.5795601821755576
0.05254884846506537,-0.8115021722270936,0.5819818235956378
0.042875508436058585,-0.8103321204304239,0.5844001586028895
0.03321685653494129,-0.8090395575113241,0.5868148215781688
0.02357435301764521,-0.807624678887611,0.5892254474574928
0.013949455698687635,-0.8060876984695617,0.5916316717872322
0.004343619730769549,-0.8044288486275728,0.5940331307792116
-0.005241702615223137,-0.8026483801570291,0.59642946136571
-0.014805062169783473,-0.8007465622403872,0.5988203012543502
-0.02434501308387793,-0.7987236824064786,0.6012052889828736
-0.0338601130475388,-0.796580046487039,0.6035840639737887
-0.043348923507921855,-0.7943159785704711,0.6059562665888845
-0.05281000988679582,-0.7919318209528466,0.6083215381836032
-0.062241941797431116,-0.7894279340861564,0.610679521161262
-0.07164329326085464,-0.7868046965238141,0.6130298590271178
-0.08101264292143787,-0.7840625048634245,0.6153721964422637
-0.09034857426178713,-0.7812017736868238,0.617706179277351
-0.09964967581690115,-0.7782229354973997,0.6200314546661294
-0.10891454138756512,-0.7751264406547036,0.6223476710587954
-0.11814177025294928,-0.7719127573063618,0.6246544782751414
-0.12732996738237826,-0.7685823713172983,0.6269515275574987
-0.1364777436462406,-0.7651357861962788,0.6292384716234644
-0.14558371602600692,-0.7615735230197866,0.6315149647184058
-0.154646507823322,-0.7578961203532436,0.6337806626677347
-0.1636647488681442,-0.7541041341695858,0.6360352229289403
-0.1726370757258952,-0.7501981377652084,0.638278304643378
-0.18156213190359355,-0.7461787216732915,0.6405095686878024
-0.19043856805493703,-0.7420464935745182,0.6427286777256385
-0.19926504218430616,-0.7378020782052036,0.6449352962579806
-0.20804021984965493,-0.7334461172628414,0.647129090674318
-0.21676277436426059,-0.7289792693090891,0.6493097293029693
-0.22543138699729992,-0.7244022096702021,0.6514768824612293
-0.23404474717322418,-0.7197156303349337,0.6536302225052102
-0.24260155266989927,-0.714920239849916,0.655769423879379
-0.2511005098154846,-0.710016763212537,0.6578941631657754
-0.2595403336840182,-0.7050059417613314,0.6600041191329088
-0.26791974828967985,-0.6998885330638996,0.6620989727843242
-0.27623748677970306,-0.6946653108023751,0.6641784074068299
-0.2844922916259053,-0.6893370646564531,0.6662421086183805
-0.29268291481480974,-0.6839046001840021,0.6682897644156067
-0.30080811803632723,-0.6783687386992754,0.6703210652209859
-0.30886667287097197,-0.6727303171487381,0.6723357039296473
-0.3168573609755818,-0.666990187984534,0.6743333759557996
-0.3247789742675153,-0.6611492190356049,0.676313779278783
-0.3326303151072964,-0.6552082933764878,0.6782766144887283
-0.3404101964796826,-0.6491683091938057,0.6802215848318247
-0.3481174421731234,-0.6430301796504742,0.6821483962551851
-0.3557508869575895,-0.6367948327476438,0.6840567574513015
-0.3633093767607382,-0.6304632111843984,0.6859463799020888
-0.3707917688423937,-0.624036272215233,0.6878169779225026
-0.378196931967314,-0.6175149875053291,0.6896682687037328
-0.38552374657621813,-0.6109003429836526,0.6914999723559585
-0.39277110495504775,-0.6041933386938945,0.693311811950666
-0.39993791140243884,-0.5973949886432787,0.6951035135625139
-0.4070230823953767,-0.5905063206492571,0.6968748063107484
-0.4140255467530097,-0.5835283761841185,0.6986254224001567
-0.420944245798597,-0.5764622102175315,0.7003550971615533
-0.4277781335195658,-0.5693088910570482,0.7020635690917957
-0.4345261767256554,-0.5620695001865902,0.7037505798933179
-0.44118735520511915,-0.5547451321029432,0.705415874513184
-0.447760661878969,-0.5473368941502844,0.7070592011816463
-0.4542451029532304,-0.5398459063527666,0.7086803114502117
-0.4606396980691903,-0.5322733012451866,0.7102789602292018
-0.4669434804516155,-0.5246202237017608,0.7118549058248078
-0.47315549705491394,-0.516887830763036,0.7134079099756327
-0.4792748087072235,-0.5090772914609614,0.7149377378887098
-0.4853004902524009,-0.5011897866421459,0.7164441582750045
-0.49123163068989406,-0.49322650878933116,0.7179269433843776
-0.4970673333124711,-0.48518866184110404,0.7193858690400219
-0.5028067158417917,-0.47707746100987763,0.7208207146723522
-0.5084489105617946,-0.4688941325981682,0.7222312633523527
-0.5139930644498851,-0.4606399138131942,0.7236173018243754
-0.5194383393058998,-0.45231605257982815,0.7249786205383789
-0.5247839118788309,-0.44392380735192755,0.726315013681612
-0.5300289739912913,-0.4354644469220735,0.7276262792097271
-0.5351727326616994,-0.42693925022974644,0.7289122188773289
-0.5402144102241666,-0.4183495061679688,0.7301726382679459
-0.5451532444460709,-0.40969651338844104,0.7314073468234219
-0.5499884886432949,-0.4009815801052047,0.7326161578727279
-0.5547194117931147,-0.3922060238968565,0.733798888660183
-0.5593452986447207,-0.38337117150734995,0.7349553603730844
-0.5638654498273536,-0.3744783586454092,0.7360853981687426
-0.5682791819560398,-0.36552892978258833,0.7371888312009142
-0.572585827734909,-0.3565242379500056,0.7382654926456315
-0.5767847360580816,-0.34746564453378387,0.7393152197264246
-0.5808752721081056,-0.3383545190692272,0.7403378537389307
-0.5848568174519339,-0.32919223903376643,0.7413332400748875
-0.588728770134421,-0.31998018963870284,0.7423012282455095
-0.592490544769332,-0.3107197636197839,0.7432416719042372
-0.5961415726278443,-0.30141236102663993,0.7441544288688653
-0.5996813017245316,-0.2920593890111161,0.745039361143037
-0.6031091969008162,-0.2826622616145309,0.7458963349371083
-0.6064247399058791,-0.2732223995538913,0.746725220688374
-0.60962742947501,-0.26374123000710076,0.7475258930806566
