X,Y,Z
0.3238350526828828,-0.3535275926376272,0.8775813921783657
0.32383580648006405,-0.3535298088664808,0.8775802212243825
0.3238365605074838,-0.3535320278434652,0.8775790490705496
0.32383731473803035,-0.35353424948866974,0.8775778757590377
0.3238380691445847,-0.35353647372208735,0.8775767013320597
0.32383882370002176,-0.3535387004636179,0.8775755258318697
0.3238395783772107,-0.3535409296330704,0.8775743493007614
0.32384033314901695,-0.3535431611501665,0.8775731717810665
0.32384108798830225,-0.3535453949345433,0.8775719933151529
0.323841842867926,-0.353547630905756,0.8775708139454234
0.3238425977607464,-0.353549868983281,0.8775696337143146
0.32384335263962105,-0.3535521090865186,0.8775684526642948
0.32384410747740816,-0.353554351134796,0.8775672708378625
0.32384486224696757,-0.35355659504737047,0.8775660882775452
0.3238456169211615,-0.35355884074343186,0.8775649050258978
0.32384637147285555,-0.35356108814210574,0.8775637211255007
0.32384712587492015,-0.3535633371624562,0.8775625366189587
0.3238478801002308,-0.3535655877234889,0.8775613515488992
0.3238486341216694,-0.35356783974415373,0.877560165957971
0.32384938791212553,-0.3535700931433483,0.8775589798888425
0.3238501414444967,-0.3535723478399201,0.8775577933841999
0.3238508946916902,-0.35357460375266986,0.8775566064867465
0.3238516476266232,-0.35357686080035455,0.8775554192392002
0.3238524002222244,-0.3535791189016901,0.8775542316842925
0.3238531524514344,-0.35358137797535455,0.8775530438647668
0.3238539042872075,-0.3535836379399907,0.8775518558233775
0.32385465570251176,-0.3535858987142091,0.877550667602887
0.3238554066703306,-0.3535881602165912,0.8775494792460659
0.3238561571636633,-0.353590422365692,0.8775482907956895
0.3238569071555266,-0.3535926850800435,0.8775471022945389
0.32385765661895494,-0.35359494827815685,0.8775459137853966
0.3238584055270019,-0.3535972118785259,0.877544725311047
0.32385915385274106,-0.35359947579962986,0.8775435369142739
0.323859901569267,-0.3536017399599365,0.8775423486378594
0.32386064864969616,-0.3536040042779047,0.8775411605245818
0.3238613950671677,-0.35360626867198774,0.8775399726172147
0.3238621407948449,-0.35360853306063605,0.8775387849585256
0.3238628858059155,-0.3536107973623002,0.877537597591273
0.3238636300735934,-0.35361306149543403,0.8775364105582065
0.32386437357111897,-0.353615325378497,0.8775352239020646
0.3238651162717602,-0.3536175889299578,0.8775340376655727
0.323865858148814,-0.353619852068297,0.8775328518914424
0.3238665991756067,-0.35362211471201,0.8775316666223693
0.3238673393254951,-0.35362437677960984,0.8775304819010319
0.3238680785718678,-0.3536266381896304,0.8775292977700897
0.32386881688814567,-0.3536288988606293,0.877528114272182
0.32386955424778285,-0.3536311587111905,0.8775269314499261
0.32387029062426814,-0.3536334176599277,0.877525749345916
0.32387102599112555,-0.35363567562548687,0.8775245680027206
0.3238717603219153,-0.35363793252654957,0.877523387462882
0.323872493590235,-0.3536401882818355,0.8775222077689153
0.3238732257697205,-0.35364244281010576,0.8775210289633046
0.32387395683404624,-0.35364469603016535,0.8775198510885042
0.3238746867569272,-0.3536469478608666,0.8775186741869347
0.32387541551211924,-0.35364919822111185,0.8775174983009837
0.3238761430734201,-0.35365144702985635,0.877516323473002
0.32387686941467053,-0.3536536942061112,0.8775151497453038
0.32387759450975523,-0.3536559396689464,0.8775139771601642
0.32387831833260317,-0.3536581833374934,0.8775128057598185
0.32387904085718944,-0.3536604251309485,0.8775116355864598
0.32387976205753566,-0.35366266496857557,0.8775104666822382
0.3238804819077108,-0.35366490276970874,0.8775092990892585
0.32388120038183266,-0.3536671384537555,0.8775081328495796
0.3238819174540683,-0.3536693719401998,0.8775069680052124
0.3238826330986351,-0.35367160314860463,0.8775058045981183
0.3238833472898017,-0.3536738319986149,0.8775046426702079
0.32388406000188913,-0.35367605840996075,0.8775034822633394
0.3238847712092713,-0.35367828230245996,0.8775023234193169
0.3238854808863762,-0.3536805035960211,0.8775011661798895
0.3238861890076866,-0.3536827222106464,0.8775000105867486
0.3238868955477416,-0.3536849380664346,0.877498856681528
0.3238876004811368,-0.35368715108358373,0.877497704505801
0.3238883037825254,-0.3536893611823942,0.8774965541010794
0.32388900542661947,-0.35369156828327153,0.8774954055088126
0.32388970538819023,-0.3536937723067291,0.8774942587703848
0.32389040364206984,-0.3536959731733916,0.8774931139271148
0.32389110016315126,-0.35369817080399685,0.877491971020254
0.32389179492638986,-0.3537003651193998,0.8774908300909844
0.3238924879068042,-0.35370255604057443,0.8774896911804179
0.3238931790794766,-0.3537047434886172,0.8774885543295944
0.32389386841955486,-0.35370692738474985,0.8774874195794806
0.3238945559022518,-0.35370910765032176,0.8774862869709681
0.3238952415028476,-0.3537112842068133,0.8774851565448724
0.32389592519668964,-0.35371345697583867,0.8774840283419306
0.3238966069591938,-0.3537156258791482,0.8774829024028012
0.3238972867658456,-0.3537177908386317,0.8774817787680618
0.3238979645922003,-0.35371995177632104,0.8774806574782072
0.3238986404138847,-0.35372210861439296,0.8774795385736494
